Charity ID,Name,Phone,Email,Address,Postcode,Latitude,Longitude,Website,Causes
1193972,City Of Bristol Rowing Club,07504937634,secretary@bristolrowing.co.uk,"City Of Bristol Rowing Club, The Boathouse, Albion Dockside Estate, Hanover Place, Bristol",BS1 6TR,51.447908,-2.611878,http://www.bristolrowing.co.uk, Sport & Recreation - Children / Youth - Disability
1197989,City To Sea Cio,01173735870,admin@citytosea.org.uk,"City To Sea, 5 York Court, Wilder Street, Bristol",BS2 8QH,51.461399,-2.588366,http://www.citytosea.org.uk, Education / Training - Disability - Arts / culture / science - Environment - Human rights - Children / Youth - Elderly - Ethnic / Racial
1155267,Claverham Village Hall,07765007819,accounts@claverhamvillagehall.co.uk,"Claverham Village Hall, Bishops Road, Claverham, Bristol",BS49 4NF,51.390577,-2.794528,http://www.claverhamvillagehall.co.uk, Arts / culture / science - Sport & Recreation - Children / Youth - Elderly - Disability - Ethnic / Racial
286814,Clifton Children'S Society,01179350005,info@ccsadoption.org,"C C S Adoption, 162 Pennywell Road, Bristol",BS5 0TX,51.46268,-2.576636,http://www.ccsadoption.org, Religious - Children / Youth - Elderly - Disability
1170168,Clifton Diocese,01179025598,clifton.admin@cliftondiocese.com,"Clifton Diocese, Alexander House, 160 Pennywell Road, Bristol",BS5 0TX,51.46268,-2.576636,http://www.cliftondiocese.com, Religious - Children / Youth - Elderly - Disability
1152272,Clifton Festival Of Music Limited,01179741153,info@cliftonfestival.com,"4 College Road, Clifton, Bristol",BS8 3JB,51.459395,-2.619516,http://www.cliftonfestival.com, Education / Training - Arts / culture / science - Children / Youth - Elderly
1169866,Climbup Bristol Ltd,01179739598,james@climbup.org.uk,"14 Christchurch Road, Bristol",BS8 4EF,51.457476,-2.61844,http://www.climbup.org.uk, Education / Training - Disability - Poverty - Economic / Community - Children / Youth
203590,Clutton United Charities,07928800692,neilsue.skinner@btinternet.com,"11 Venus Lane, Clutton, Bristol",BS39 5SP,51.328992,-2.539881,, Education / Training - Poverty - Children / Youth - Elderly
270862,Clutton Village Hall Charity,01761452551,cluttonvillagehall@gmail.com,"Clutton Social Club, Clutton Village Hall, Venus Lane, Clutton, Bristol",BS39 5SP,51.328992,-2.539881,, Education / Training - Poverty - Children / Youth - Elderly
1189481,Committee Of University Chairs,01173287706,office@universitychairs.ac.uk,"University Of The West Of England, Frenchay Campus, Coldharbour Lane, Bristol",BS16 1QY,51.501079,-2.547458,http://www.universitychairs.ac.uk, Education / Training - Environment - Children / Youth - Elderly
1169974,Compton Dando Parish Hall,07746930582,comptondando-parishcouncil@outlook.com,"28 Kenilworth Drive, Willsbridge, Bristol",BS30 6UP,51.435381,-2.478727,http://compton-dando.org/, Sport & Recreation - Children / Youth - Elderly - Disability
1189341,Congregation Of La Retraite Cio,01179706200,laretraite@btconnect.com,"The Coach House, 127 Hampton Road, Redland, Bristol",BS6 6JE,51.468728,-2.609035,http://www.laretraite.ws, Education / Training - Health / Medical - Religious - Children / Youth - Elderly
1015403,Congresbury Community Pre-School,01934707262,congresburypreschool@aol.co.uk,"St. Andrews School Site, Station Road, Congresbury, Bristol",BS49 5DX,51.371399,-2.813993,http://www.congresburypreschool.org.uk, Religious - Children / Youth - Elderly - Disability
1068193,Congresbury Millennium Green Trust,01934838802,clerk@congresbury-pc.gov.uk,"Congresbury Parish Council, Old School Rooms, Orchard House, Station Road, Congresbury, Bristol",BS49 5DX,51.371399,-2.813993,, Religious - Children / Youth - Elderly - Disability
1036917,Coniston Community Association,01179236878,info@conistoncommunitycentre.org.uk,"Mrs Lucy Margaret Hamid, The Parade, Coniston Road, Patchway, Bristol",BS34 5LP,51.538429,-2.582786,http://www.conistoncommunitycentre.org.uk, Education / Training - Health / Medical - Disability - Poverty - Arts / culture / science - Sport & Recreation - Animals - Environment - Economic / Community - Human rights - Children / Youth - Elderly - Ethnic / Racial
1170640,Conservation Research Africa,07733173567,emzstone@hotmail.com,"C/O Dr Emma Stone Room 2A008, Department Of Applied Sciences, University Of The West Of England, Coldharbour Lane",BS16 1QY,51.501079,-2.547458,http://www.conservationresearchafrica.org, Education / Training - Environment - Children / Youth - Elderly
1167094,Cotswold Way Association,01179374561,info@cotswoldwayassociation.org.uk,"The Barn, Watery Lane, Doynton, Bristol",BS30 5TB,51.457826,-2.391136,http://www.cotswoldwayassociation.org.uk, Health / Medical - Environment - Economic / Community - Sport & Recreation - Children / Youth - Elderly - Disability
1055365,Court De Wyck School Association,01934833070,,"Court De Wyck Primary School, Bishops Road, Claverham, Bristol",BS49 4NF,51.390577,-2.794528,, Arts / culture / science - Sport & Recreation - Children / Youth - Elderly - Disability - Ethnic / Racial
1176661,Creative Opportunities,01173705888,office@creativeopportunities.work,"Creative Opportunities, The Vassall Centre, Gill Avenue, Bristol",BS16 2QQ,51.486106,-2.522305,http://www.creative-opportunities.org.uk, Education / Training - Disability - Economic / Community - Human rights - Children / Youth - Elderly
1160967,Cred Foundation,03333440848,info1@cred.org.uk,"Thornbury Baptist Church, Gillingstool, Thornbury, Bristol",BS35 2EG,51.607594,-2.52123,http://www.cred.org.uk, Education / Training - Poverty - Economic / Community - Children / Youth
1112130,Crossbow Pre-School,01454773289,manager@crossbowpreschool.co.uk,"St. Peters Hall, School Road, Frampton Cotterell, Bristol",BS36 2DA,51.534408,-2.493216,http://www.crossbowpreschool.co.uk, Education / Training - Children / Youth
1183757,Curious School Of Puppetry,07976738450,sarah@curiouspuppetry.com,"C/O Henry & Banwell, 26 Berkeley Square, Bristol",BS8 1HP,51.455528,-2.605448,http://www.curiouspuppetry.com, Health / Medical - Human rights - Sport & Recreation - Children / Youth - Disability
1136652,Davar - The Jewish Cultural Institute In Bristol And The South West,07725644987,info@davarbristol.co.uk,"Suite 431, 179 Whiteladies Road, Clifton, Bristol",BS8 2AG,51.469153,-2.613876,http://www.davarbristol.co.uk, Education / Training - Health / Medical - Human rights - Children / Youth - Elderly - Disability - Ethnic / Racial
1192323,Deaf Rainbow Uk,07908479474,hello@deafrainbowuk.org.uk,"39 Burlington Court, Lower Burlington Road, Portishead, North Somerset",BS20 7BA,51.489152,-2.762236,http://www.deafrainbowuk.org.uk, Disability - Human rights - Children / Youth - Elderly
1178623,Dexters Odyssey,07563398670,hello@dextersodyssey.org.uk,"5 Esson Road, Bristol",BS15 1NP,51.467617,-2.524858,http://www.dextersodyssey.org.uk, Disability - Children / Youth
1185746,Digilocal Cio,07739705578,info@digilocal.org.uk,"The Engine Shed, Approach Road, Temple Meads, Bristol",BS1 6QH,51.449232,-2.582815,https://digilocal.org.uk/, Education / Training - Children / Youth
1197480,Do Slumthing,07802437934,info@doslumthing.com,"16 College Road, Clifton, Bristol",BS8 3HZ,51.460395,-2.620753,, Education / Training - Poverty - Economic / Community - Children / Youth
1195249,Downend And Frenchay Tennis Club,07928349154,info@downendandfrenchay.co.uk,"Downend & Frenchay Tennis Club, Common Mead Lane, Hambrook, Bristol",BS16 1QQ,51.504191,-2.531273,http://www.downendandfrenchay.co.uk, Sport & Recreation - Children / Youth - Elderly - Disability - Ethnic / Racial
1038240,Dundry Pre-School,07966341950,dundrypreschool@gmail.com,"1 The Mead, Dundry, Bristol",BS41 8LF,51.398482,-2.638558,http://www.dundrypreschool.org.uk, Education / Training - Children / Youth
1174320,Easton Jamia Masjid,01179510317,eastonmosque@gmail.com,"Easton Jamia Masjid, St Marks Road, Easton, Bristol",BS5 6JH,51.46773,-2.564348,http://www.eastonjamiamasjid.co.uk, Education / Training - Poverty - Religious - Economic / Community - Human rights - Children / Youth - Elderly - Ethnic / Racial
1129106,Ebetrust,01179791399,trustebe@gmail.com,"Ebenezer Church, 286 Filton Avenue, Horfield, Bristol",BS7 0BA,51.493787,-2.575345,http://www.ebe.org.uk/, Poverty - Children / Youth - Elderly - Disability - Ethnic / Racial
1026062,Edith Murphy Foundation,01173138200,charitabletrusts@ludlowtrust.com,"Ludlow Trust Co Ltd, Tower Wharf, Cheese Lane, Bristol",BS2 0JJ,51.453697,-2.585361,http://www.edithmurphy.co.uk, Poverty - Overseas aid / famine - Arts / culture / science - Human rights - Children / Youth - Elderly
1090081,Elmfield School Fund,01179030366,office@elmfieldschool.co.uk,"Elmfield School For Deaf Children, Greystoke Avenue, Bristol",BS10 6AY,51.497258,-2.612527,http://www.elmfield.bristol.sch.uk, Education / Training - Disability - Human rights - Sport & Recreation - Children / Youth
1156690,Empire Fighting Chance,01179086655,info@empirefightingchance.org,"The Mill, Lower Ashley Road, Easton, Bristol",BS5 0YJ,51.466135,-2.572462,http://www.empirefightingchance.org, Education / Training - Health / Medical - Disability - Sport & Recreation - Economic / Community - Children / Youth
1188680,Encounter Christianity,01179464695,info@encounterchristianity.co.uk,"Redland Parish Church Halls, Redland Green Road, Bristol",BS6 7HE,51.472561,-2.60534,http://www.encounterchristianity.co.uk, Education / Training - Religious - Children / Youth
1122484,European Society For Paediatric Endocrinology,01454642246,espe@eurospe.org,"Bioscientifica Limited, Starling House, 1600 Bristol Parkway North, Bristol",BS34 8YU,51.517674,-2.53241,http://www.eurospe.org, Health / Medical - Children / Youth - Elderly - Disability
1123492,European Society Of Endocrinology,01454642247,info@euro-endo.org,"Ese Office, C/O Bioscientifica, Starling House,  1600 Parkway North, Bristol.",BS34 8YU,51.517674,-2.53241,http://www.ese-hormones.org, Health / Medical - Children / Youth - Elderly - Disability
1190383,Extraordinary Links Cio,07847582221,extraordinarylinks1@outlook.com,"13 Fairford Road, Bristol",BS11 9QZ,51.489987,-2.685336,https://www.extraordinarylinks.org/home/, Disability - Children / Youth
1187910,Fairlawn Primary Pta,01179553914,info@fairlawnptabristol.org,"Fairlawn Primary School, Fairfield Road, Montpelier, Bristol",BS6 5JL,51.470136,-2.581411,, Education / Training - Children / Youth
1164290,Faith In Water,07578749943,info@faithinwater.org,"Flat 16,  Summerhill Court, 31 Summerhill Road, Bristol",BS5 8HG,51.460632,-2.540352,http://www.faithinwater.org, Education / Training - Poverty - Overseas aid / famine - Environment
1162260,Faith Life Church International,07765706262,nyhnzv_bsl@yahoo.com,"Faith Life Church International, Allfoxton Road, Bristol",BS7 9NJ,51.475335,-2.572232,http://www.faithlifechurch-bristol.org, Poverty - Overseas aid / famine - Religious - Elderly - Disability
1177585,Feeding Bristol,07577135508,info@feedingbristol.org,"Avonquay House, 2 Dock Gate Lane, Bristol",BS1 6XL,51.447758,-2.618035,https://feedingbristol.org/, Education / Training - Disability - Poverty - Children / Youth - Elderly - Ethnic / Racial
301531,Filton Community Association,01179836500,filtoncommunityassociation@gmail.com,"Filton Community Centre, Elm Park, Filton, Bristol",BS34 7PS,51.506233,-2.574998,http://www.filtonca.co.uk, Education / Training - Disability - Poverty - Sport & Recreation - Economic / Community - Human rights - Children / Youth - Elderly
1067441,Filwood Hope Ltd,01179634566,advice@filwoodhope.org,"Filwood Hope Advice Centre, 11-13 Filwood Broadway, Bristol",BS4 1JL,51.42478,-2.58535,http://www.filwoodhope.org, Disability - Economic / Community - Sport & Recreation - Children / Youth
1187604,Flamingo Chicks Cio,01179739019,info@flamingochicks.org,"The Old Bakehouse, Downs Park East, Westbury Park, Bristol",BS6 7QD,51.480368,-2.61345,http://www.flamingochicks.org, Education / Training - Disability - Human rights - Children / Youth - Elderly
293218,Flax Bourton School Parent Teacher Association,01275464468,mailbox@flaxbourton.n-somerset.sch.uk,"Flax Bourton Primary School, Station Road, Flax Bourton, Bristol",BS48 1UA,51.422156,-2.706167,, Disability - Poverty - Children / Youth - Elderly
1163705,Flute Theatre,07748980853,flutetheatrecompany@gmail.com,"Davies & Partners Solicitors, 250 Park Avenue, Aztec West, Almondsbury, Bristol",BS32 4TR,51.542086,-2.570634,http://www.flutetheatre.co.uk, Education / Training - Arts / culture / science - Children / Youth
1176608,Fnd Friends,07933958195,info@fndfriends.com,"Bradbury House, Wheatfield Drive, Bradley Stoke, Bristol",BS32 9DB,51.539054,-2.552369,http://fndfriends.com, Disability - Children / Youth - Elderly - Ethnic / Racial
1156904,Foundation For Active Community Engagement,01179691938,info@facecharity.org.uk,"Elm Park, Filton, Bristol",BS34 7PS,51.506233,-2.574998,http://www.facecharity.org.uk, Education / Training - Disability - Poverty - Sport & Recreation - Economic / Community - Human rights - Children / Youth - Elderly
1084874,Four Towns And Vale Link Community Transport,01454250500,info@4tvl.org.uk,"Crossbow House, 58 School Road, Frampton Cotterell, Bristol",BS36 2DA,51.534408,-2.493216,http://www.4tv.org.uk, Education / Training - Children / Youth
247354,Frere'S Almshouses,01179248693,martin@lings.me.uk,"4 Tayman Ridge, Bitton, Bristol",BS30 6HY,51.426314,-2.461674,, Education / Training - Religious - Sport & Recreation - Children / Youth - Elderly - Disability - Ethnic / Racial
1163663,Friends Of Air Balloon,01179030077,friends@abhps.com,"Air Balloon Hill Primary School, Hillside Road, Bristol",BS5 7PB,51.458773,-2.529478,http://www.abhps.com/friends-and-fundraising/, Education / Training - Children / Youth
1179138,Friends Of Christ Church Junior School,01454866516,friendsofccj@outlook.com,"Christchurch Junior School, Pendennis Road, Bristol",BS16 5JJ,51.484083,-2.509595,https://www.christchurchjuniors.co.uk/parents/friends-of-ccj, Children / Youth
1174939,Friends Of Fonthill Primary School,07971954818,ptfa@fonthill.bristol.sch.uk,"Fonthill Primary School, Ascot Road, Bristol",BS10 5SW,51.505873,-2.591633,, Education / Training - Children / Youth
1007789,Friends Of Frampton Cotterell C Of E School,01454880535,fcceschool@hotmail.co.uk,"Frampton Cotterell C Of E Primary S, Rectory Road, Frampton Cotterell, Bristol",BS36 2BT,51.535551,-2.486698,http://www.fcceprimaryschool.co.uk, Education / Training - Children / Youth
1032184,Friends Of Gillingstool County Primary School,01454866527,office@gillingstool.org.uk,"Gillingstool Primary School, Gillingstool, Thornbury, Bristol",BS35 2EG,51.607594,-2.52123,, Education / Training - Poverty - Economic / Community - Children / Youth
1196297,Friends Of Hannah More,01179039936,friendsofhannahmore@gmail.com,"C/O Hannah More Primary School, New Kingsley Road, Bristol",BS2 0LT,51.453774,-2.579258,, Children / Youth - Ethnic / Racial
1193938,Friends Of Holy Trinity Primary School,07525934528,teresaallwood2@gmail.com,"Holy Trinity Primary School, Broad Croft, Bradley Stoke",BS32 0BD,51.542904,-2.557751,, Education / Training - Children / Youth
1177379,Friends Of King'S Oak Primary,01179927129,friendsofkoa@hotmail.com,"Kings Oak Academy, Brook Road, Kingswood, Bristol",BS15 4JT,51.461719,-2.48456,, Children / Youth
1182344,Friends Of Little Stoke Primary School,01454866522,admin@littlestokeps.co.uk,"Little Stoke Primary School, Little Stoke Lane, Little Stoke, Bristol",BS34 6HY,51.525481,-2.553244,http://littlestokeps.co.uk, Education / Training - Children / Youth
1052125,Friends Of Manorbrook,01454867225,manorbrookprimary.school@southglos.gov.uk,"Manorbrook School, Park Road, Thornbury, Bristol",BS35 1JW,51.615689,-2.519099,http://www.manorbrook.org.uk, Education / Training - Children / Youth
1177335,Friends Of Marlwood School,01454862525,marlwoodfriends@gmail.com,"Marlwood School, Vattingstone Lane, Alveston, Bristol",BS35 3LA,51.593082,-2.539094,, Education / Training - Children / Youth
1176140,Friends Of Montpelier High School,01179424328,cgs-parentsassoc@colstonsgirls.org,"Colstons Girls School, Cheltenham Road, Bristol",BS6 5RD,51.467759,-2.591226,http://www.colstonsgirls.org, Children / Youth
1151585,Friends Of Queen Elizabeth'S Hospital,01173309158,chair@qehfriends.com,"1 Hillside, Clifton, Bristol",BS8 4TD,51.452523,-2.611278,http://www.qehfriends.com, Children / Youth
1170838,Friends Of Rsvp West Region,01179224392,office@rsvp-west.org.uk,"R S V P, The Create Centre, B Bond Warehouse, Smeaton Road, Bristol",BS1 6XN,51.447107,-2.622286,, Children / Youth - Elderly
1022264,Friends Of St Mary'S Church Of England School,01454867155,stmarysfriendsyate@gmail.com,"St. Marys C Of E Primary School, Church Road, Yate, Bristol",BS37 5BG,51.543434,-2.412115,http://www.stmarysfriends.co.uk, Economic / Community - Children / Youth
1185396,Friends Of St Werburgh'S Primary,01179031466,friends-of-st-werburghs@googlegroups.com,"St. Werburghs Primary School, James Street, St. Werburghs, Bristol",BS2 9US,51.470437,-2.573524,http://www.stwerburghsprimary.com, Children / Youth
1038308,Friends Of Staple Hill Primary School,01454867240,shpfos@googlemail.com,"Staple Hill Primary School, Page Road, Bristol",BS16 4NE,51.480454,-2.508691,, Economic / Community - Sport & Recreation - Children / Youth
1149714,Friends Of Wheatfield Primary School,01454868610,pta@wheatfieldprimary.com,"Wheatfield Primary School, Wheatfield Drive, Bradley Stoke, Bristol",BS32 9DB,51.539054,-2.552369,http://www.wheatfieldprimary.com/parents/friends-of-wheatfield, Disability - Children / Youth - Elderly - Ethnic / Racial
1196318,Friends Of Whitehall Primary School,01173773087,friendsofwhitehallbristol@gmail.com,"Whitehall Primary School, Johnsons Road, Bristol",BS5 9AT,51.464156,-2.555883,, Education / Training - Children / Youth
1187048,Global Goals Centre,07970878337,info@globalgoalscentre.org,"24 Fairfield Road, Montpelier, Bristol",BS6 5JP,51.469063,-2.581944,http://www.globalgoalscentre.org/, Environment - Children / Youth
1196719,Gloucestershire Cricket Foundation,01179108009,steve.silk@glosccc.co.uk,"The Bristol County Ground, Nevil Road, Bristol",BS7 9EJ,51.476959,-2.585513,http://www.gloucestershirecricketboard.com, Education / Training - Disability - Sport & Recreation - Economic / Community - Children / Youth - Elderly - Ethnic / Racial
1152104,Gordano Valley Church,01275847032,admin@gvc.org.uk,"4 Combe Road, Portishead, Bristol",BS20 6BJ,51.484085,-2.769686,http://www.gvc.org.uk, Education / Training - Poverty - Overseas aid / famine - Religious - Children / Youth
1150705,Gospellife International,07789633679,rbm@gospellife.org.uk,"17 Chelvey Close, Bristol",BS13 0PJ,51.402941,-2.596111,http://www.gospellife.org.uk, Education / Training - Poverty - Overseas aid / famine - Housing - Religious - Children / Youth - Elderly
1092637,Group Analysis South West,01179423343,groupanalysisuk@gmail.com,"12 Sydenham Road, Cotham, Bristol",BS6 5SH,51.465043,-2.591349,http://www.gasw.org.uk, Health / Medical - Disability - Children / Youth
1189375,Gympanzees,07773553112,info@gympanzees.org,"Origin Workspace, 40 Berkeley Square, Bristol",BS8 1HP,51.455528,-2.605448,http://www.gympanzees.org, Health / Medical - Human rights - Sport & Recreation - Children / Youth - Disability
1164731,Hanham Baptist Church,01179041703,pastorpeter@hanhambaptistchurch.com,"Hanham Baptist Church, 157A High Street, Hanham, Bristol",BS15 3QY,51.447955,-2.512085,http://www.hanhambaptistchurch.com, Religious - Children / Youth - Elderly - Disability
1152575,Hanham Community Centre,01179674439,admin@hanhamcentre.org,"Hanham Community Centre, 118-124 High Street, Hanham, Bristol",BS15 3EJ,51.448479,-2.515156,http://www.hanhamcentre.org, Arts / culture / science - Sport & Recreation - Children / Youth - Elderly - Disability
1193539,Hanham Toddlers Preschool,01179082406,hanhmtoddlers@outlook.com,"Hanham Methodist Church, Chapel Road, Hanham, Bristol",BS15 8SD,51.44943,-2.51603,http://www.hanhamtoddlerspreschool.org.uk, Education / Training - Children / Youth
1193345,Happymaps,01179245643,happymapsuk@gmail.com,"34 Longfield Road, Bristol",BS7 9AG,51.47571,-2.587297,http://www.happymaps.co.uk, Disability - Children / Youth
1171990,Henbury And Brentry Community Council,01179503573,info@henburybrentrycommunity.org.uk,"Henbury & Brentry Community Centre, Machin Road, Bristol",BS10 7HG,51.509436,-2.620471,https://henburybrentrycommunity.org.uk, Education / Training - Health / Medical - Poverty - Economic / Community - Sport & Recreation - Children / Youth - Elderly - Disability
1170474,Henbury Village Hall,01179590059,enquiries@henburyvillagehall.org,"Henbury Vilage Hall, Church Lane, Henbury, Bristol",BS10 7QG,51.506706,-2.631887,http://www.henburyvillagehall.org, Sport & Recreation - Children / Youth - Elderly - Disability
1179906,High Kingsdown Community Association,07530815930,briony.waite@googlemail.com,"242 High Kingsdown, Bristol",BS2 8DG,51.461675,-2.601223,http://www.highkingsdown.co.uk/, Environment - Economic / Community - Sport & Recreation - Children / Youth - Elderly
1165795,Hillfields Family And Community Trust,01173772727,manager@hillfieldscommunity.org,"Hillfields Community Hub, Thicket Avenue, Fishponds, Bristol",BS16 4EH,51.475124,-2.518854,http://www.hillfieldscommunity.org, Education / Training - Disability - Poverty - Housing - Economic / Community - Children / Youth - Elderly - Ethnic / Racial
1148273,Hillfields Park Baptist Church,01179654140,info@hillfieldschurch.org,"Hillfields Park Baptist Church, Thicket Avenue, Bristol",BS16 4EH,51.475124,-2.518854,http://www.hillfieldschurch.org, Education / Training - Disability - Poverty - Housing - Economic / Community - Children / Youth - Elderly - Ethnic / Racial
1019979,Hillside Pre-School,01179478371,hillsidep1@outlook.com,"Hillside Preschool, C/O Air Balloon Primary School, Hillside Road, St George, Bristol",BS5 7PB,51.458773,-2.529478,http://www.hillsidepreschoolbristol.co.uk, Education / Training - Children / Youth
1153897,Hope For Life Katanga,07999554996,info@hopeforlifekatanga.com,"50 Westway, Nailsea, Bristol",BS48 2NB,51.434539,-2.764635,http://www.hopeforlifekatanga.com, Education / Training - Health / Medical - Poverty - Overseas aid / famine - Economic / Community - Children / Youth
1191908,Horfield Methodist Church,01179517044,mail@horfieldmethodist.org.uk,"Churchways Avenue, Bristol",BS7 8SN,51.486537,-2.587091,http://www.horfieldmethodist.org.uk, Religious - Children / Youth - Elderly - Disability
1045897,Horfield Welly Pre-School,07837133925,horfieldwellypreschool@gmail.com,"Horfield Parish Church Hall, Wellington Hill, Bristol",BS7 8ST,51.487679,-2.59049,http://www.horfieldwellypreschool.org.uk, Children / Youth
1192924,Horn Care Organisation,01173290335,horncareorg@gmail.com,"167 Landseer Avenue, Bristol, Uk",BS7 9YT,51.495499,-2.565555,, Disability - Children / Youth
1152495,Horses4Homes Foundation Ltd,07793804168,info@horses4homes.net,"C/O Veale Wasbrough Vizards Llp, Narrow Quay House, Narrow Quay, Bristol",BS1 4QA,51.449896,-2.597271,http://www.horses4homes.net, Education / Training - Poverty - Economic / Community - Human rights - Children / Youth - Disability
1120997,Hosanna Support Group,07743815942,pridiedavies@gmail.com,"2 Windmill Place, Vivian Street, Bristol",BS3 4LW,51.439623,-2.591496,http://www.hosannasupportgroup.org, Sport & Recreation - Children / Youth - Elderly - Disability
1153909,Hospice23 Ltd,00000000000,info@hospice23.org,"4 Tayman Ridge, Bitton, Bristol",BS30 6HY,51.426314,-2.461674,http://www.hospice23.org, Education / Training - Religious - Sport & Recreation - Children / Youth - Elderly - Disability - Ethnic / Racial
1179986,Hours Of Human Happiness,07810800767,3huganda@gmail.com,"16 Malin Parade, Portishead, Bristol",BS20 7FW,51.485563,-2.75558,http://3huganda.org, Poverty - Children / Youth - Elderly - Disability
1169509,House Of Restoration Church,07804249305,info@houseofrestorationchurch.org,"Flat 16, Shaftesbury Crusade, Union Road, Bristol",BS2 0LP,51.452652,-2.575157,http://www.houseofrestorationchurch.org, Religious - Human rights - Sport & Recreation - Children / Youth - Elderly - Disability
1181408,Ignite Life,01172872494,hello@ignite-life.co.uk,"Unit 6, Bridge Road, Kingswood, Bristol",BS15 4FW,51.475655,-2.491258,http://ignite-life.co.uk, Education / Training - Health / Medical - Disability - Poverty - Economic / Community - Children / Youth - Ethnic / Racial
1161096,In Between Time,01173736383,natalie@inbetweentime.co.uk,"Bush House, 16 Narrow Quay, Bristol",BS1 4QA,51.449896,-2.597271,http://www.inbetweentime.co.uk, Education / Training - Poverty - Economic / Community - Human rights - Children / Youth - Disability
1151185,Incredible Kids,07766252320,incrediblekidsuk@gmail.com,"Lockleaze Youth & Play Space, Romney Avenue, Bristol",BS7 9TD,51.491243,-2.560548,http://www.incrediblekids.org.uk/, Disability - Poverty - Sport & Recreation - Children / Youth
1192112,Incredible Me,07771921808,loisboysan@gmail.com,"11 Mortimer Road, Clifton, Bristol",BS8 4EX,51.456023,-2.617787,, Education / Training - Disability - Children / Youth
1171453,Independent Mental Health Network,07515941233,trustees@imhn.org,"Unit 50, Equinox South, Great Park Road, Bradley Stoke, Bristol",BS32 4QL,51.547586,-2.558199,http://www.imhn.org, Education / Training - Health / Medical - Disability - Human rights - Children / Youth - Elderly
1192932,International Group For The Psychology Of Mathematics Education,0032486381616,info@igpme.org,"Bristol Business Centre, Mailbox  314, 179 Whiteladies Road, Clifton, Bristol",BS8 2AG,51.469153,-2.613876,http://www.igpme.org, Education / Training - Health / Medical - Human rights - Children / Youth - Elderly - Disability - Ethnic / Racial
1197451,International Zen Association (United Kingdom),01179424347,chair@izauk.org,"91-93 Gloucester Road, Bishopston, Bristol",BS7 8AT,51.472796,-2.590888,https://www.izauk.org/, Education / Training - Arts / culture / science - Sport & Recreation - Environment - Children / Youth
1189478,Islamic Information Centre Bristol,01179020037,info@islamicinformationcentre.co.uk,"460 Stapleton Road, Bristol",BS5 6PA,51.47051,-2.564094,http://www.islamicinformationcentre.co.uk/, Education / Training - Religious - Children / Youth
1177211,Jacari,01173257913,bristol@jacari.org,"Independent Business Centres Ltd, 7 Unity Street, Bristol",BS1 5HH,51.453282,-2.600192,https://www.jacari.org/, Education / Training - Poverty - Religious - Arts / culture / science - Children / Youth - Elderly - Disability - Ethnic / Racial
1190895,Jawid Foundation,07438839177,charity@jawid.org,"Pearl Lodge, Filton Road, Hambrook, Bristol",BS16 1QG,51.503884,-2.537824,http://www.jawid.org, Poverty - Children / Youth - Elderly - Disability - Ethnic / Racial
1166232,Jesus Kingdom Ministry,01179720905,jesuskingdomministry@aol.co.uk,"12 Belroyal Avenue, Bristol",BS4 4RT,51.438433,-2.536105,, Poverty - Religious - Children / Youth - Elderly
1172953,Jigsaw Thornbury,01454567508,tor@jigsawthornbury.org.uk,"Jigsaw Thornbury, 15-17 St. Mary Street, Thornbury, Bristol",BS35 2AB,51.607759,-2.524726,http://www.jigsawthornbury.org.uk, Education / Training - Disability - Economic / Community - Children / Youth
1192680,Kendleshire Kids Foundation,07397160603,info@kendleshirekidsfoundation.org,"Kendleshire Golf Club, Henfield Road, Coalpit Heath, Bristol, Bs362Uy",BS36 2UY,51.514756,-2.47048,http://www.kendleshirekidsfoundation.org, Education / Training - Disability - Economic / Community - Children / Youth
1184410,Keynsham Action Network,01179867121,keynshamactionnetwork@gmail.com,"West Barn, Chewton Keynsham, Keynsham, Bristol",BS31 2SR,51.395196,-2.5006,http://www.keynshamactionnetwork.co.uk, Education / Training - Health / Medical - Disability - Environment - Economic / Community - Children / Youth - Elderly
1159856,Keynsham Foodbank,07512591734,info@keynsham.foodbank.org.uk,"C/O Keynsham Town Council Offices, 15-17 Temple Street, Keynsham, Bristol",BS31 1HF,51.413254,-2.497317,http://www.keynshamfoodbank.org.uk, Arts / culture / science - Children / Youth - Elderly - Disability
1170185,Keynsham Music Festival Association Ltd,01179868683,info@keynshamfest.co.uk,"Keynsham Music Festival, 15 -17 Temple Street, Keynsham, Bristol",BS31 1HF,51.413254,-2.497317,http://www.keynshammusicfestival.co.uk, Arts / culture / science - Children / Youth - Elderly - Disability
301689,King George V Memorial Charity,01179222428,democratic.services@bristol.gov.uk,"Accountant, Corporate Finance, City Hall, College Green, Bristol",BS1 5TR,51.452614,-2.602042,, Education / Training - Disability - Poverty - Children / Youth
1160221,Knowle Park After School Care,07722915165,kpascbookings@gmail.com,"C/O Knowle Park Primary School, Queenshill Road, Bristol",BS4 2XG,51.431615,-2.574504,http://www.knowlepark-pri.bristol.sch.uk/community/knowle-park-after-school-care-kpasc, Sport & Recreation - Children / Youth
1173457,Knowle Park Primary School Pta,01173772678,knowleparkpta@gmail.com,"Knowle Park Primary School, Queenshill Road, Bristol",BS4 2XG,51.431615,-2.574504,, Sport & Recreation - Children / Youth
